Number_1,Number_2,Number_3,Number_4,Number_5,Number_6,Number_7
19,20,70,82,78,50,13
6,36,60,62,71,23,45
50,81,20,79,42,53,6
55,39,92,34,4,55,60
10,94,20,45,76,85,95
60,8,15,70,43,33,52
81,43,2,98,61,79,34
60,98,60,71,9,26,93
72,37,70,18,76,52,56
2,30,19,47,65,18,90
90,93,36,77,20,74,3
53,97,12,26,33,80,52
75,64,67,54,95,69,28
63,91,67,74,78,79,28
9,71,35,37,18,52,31
23,62,32,58,83,95,89
14,47,63,78,70,97,82
68,70,31,23,10,54,38
98,63,15,19,27,47,79
44,75,16,63,41,37,43
11,30,73,92,52,90,32
10,54,8,17,15,56,27
29,16,3,52,49,73,61
17,29,72,15,40,70,89
99,10,27,33,58,80,79
95,91,71,17,36,13,45
4,92,68,49,47,58,42
3,90,38,57,90,19,64
82,15,72,84,52,36,8
56,1,66,88,80,69,2
91,44,86,67,96,90,98
76,17,37,46,96,49,51
75,71,3,73,60,42,45
13,36,89,74,57,73,45
52,36,28,11,46,74,94
76,19,44,84,79,88,86
43,16,31,95,79,76,90
33,42,79,65,75,62,8
53,8,66,88,61,97,95
56,87,78,67,68,21,26
34,81,58,79,79,16,53
19,93,39,17,3,49,26
18,80,69,17,67,58,60
83,82,41,9,58,31,79
2,58,57,6,46,51,45
4,3,33,77,80,66,82
98,40,14,73,12,58,28
77,82,20,19,56,9,96
51,87,11,27,66,32,9
29,80,97,15,19,15,49
96,64,28,20,95,75,17
71,41,65,56,30,55,86
21,71,32,94,15,99,59
81,9,6,81,3,71,67
56,31,86,19,3,9,4
83,72,57,24,74,10,93
16,99,44,60,47,71,12
15,11,21,91,13,91,28
62,98,23,63,53,10,25
29,75,97,14,96,3,85
13,43,24,27,85,53,47
26,92,27,37,43,64,56
38,47,86,61,26,18,79
50,95,5,20,6,71,74
32,89,93,13,27,79,44
13,72,78,59,17,82,26
30,8,98,29,85,86,60
34,13,77,10,8,18,1
51,80,24,47,6,66,67
37,40,25,87,43,68,54
48,82,74,68,32,5,33
12,62,11,21,22,92,7
12,88,63,91,11,71,4
79,31,81,72,74,82,42
22,41,80,64,45,2,37
17,41,1,22,63,19,2
22,10,58,6,4,1,54
52,20,87,89,17,61,27
51,68,9,78,59,16,91
42,76,38,44,72,57,16
43,10,12,13,35,34,68
35,33,17,84,24,33,54
71,58,63,62,44,63,48
24,11,99,57,83,30,8
54,88,78,48,94,89,62
29,84,46,10,93,91,94
4,54,89,4,89,43,13
75,57,86,87,74,32,66
41,17,89,30,2,94,82
91,9,22,98,50,72,35
22,62,90,54,17,95,69
91,63,26,41,31,69,72
56,93,47,95,66,66,61
62,76,12,19,21,77,11
30,37,69,70,52,56,29
80,21,44,24,68,7,90
9,63,68,74,18,96,94
37,2,31,32,68,76,55
49,49,82,78,63,37,40
98,94,6,32,11,35,60
47,86,40,88,61,20,75
80,62,14,70,15,21,8
3,69,90,40,43,98,97
73,89,69,43,26,52,90
1,36,78,85,97,33,68
27,36,3,31,28,16,27
4,29,30,82,78,1,87
20,56,56,82,90,41,56
71,35,99,47,44,79,66
16,26,64,88,9,99,45
9,10,75,28,27,60,65
88,68,25,71,91,74,65
42,90,84,97,11,99,50
86,44,16,73,63,16,36
63,10,57,49,38,59,83
66,7,78,79,92,40,4
28,91,37,8,18,55,32
19,22,95,58,75,93,63
87,94,60,80,48,82,61
43,76,17,55,38,24,55
19,44,94,34,29,90,36
93,15,88,95,27,17,1
75,93,96,27,23,30,16
72,5,72,3,90,98,62
98,45,35,15,9,8,95
79,11,73,62,8,80,67
87,29,30,67,16,83,72
28,99,63,37,26,51,5
70,86,39,31,66,50,86
68,93,98,2,85,13,70
73,15,47,10,73,35,92
26,69,4,44,63,25,4
12,43,97,49,69,62,63
84,30,45,22,99,41,97
72,48,33,80,42,46,26
14,32,36,69,66,34,75
13,1,29,5,5,83,30
87,9,5,37,35,23,39
33,41,67,82,2,14,72
80,66,39,28,21,64,15
65,93,11,36,42,19,41
71,55,15,74,44,94,99
21,70,21,31,19,43,46
28,97,5,44,46,64,66
68,27,45,14,35,45,71
26,8,57,53,75,89,10
25,90,5,25,14,18,23
12,38,81,64,9,68,99
67,57,58,65,44,52,87
78,6,98,86,33,70,71
93,37,75,38,41,60,3
76,11,71,18,5,10,43
6,28,60,92,44,34,23
81,30,73,99,91,71,7
32,14,17,82,61,79,6
12,99,44,49,59,64,96
67,42,56,34,16,43,30
85,44,17,45,21,68,30
44,14,20,2,8,9,70
16,35,27,21,97,77,12
77,80,92,84,19,22,56
29,80,47,25,96,68,43
66,1,87,26,11,60,16
97,15,39,59,76,23,16
70,59,96,43,75,11,56
9,33,12,3,22,17,47
97,71,93,93,44,32,79
60,21,96,46,33,70,51
60,34,41,7,57,14,55
91,23,86,47,10,27,5
80,62,69,63,5,15,52
74,42,13,84,27,37,5
70,19,37,9,70,14,51
82,10,44,48,84,80,9
33,24,15,78,98,80,73
4,56,33,58,93,6,64
80,24,85,81,51,35,8
36,13,48,1,31,33,15
61,13,30,42,66,29,90
95,17,50,45,53,46,70
34,88,34,66,59,54,19
56,5,10,63,51,21,41
98,27,76,25,32,92,42
31,34,64,37,11,92,57
51,19,62,78,17,78,66
7,63,37,69,23,35,22
34,86,36,14,9,48,69
72,24,88,6,3,23,99
26,60,85,61,29,28,26
82,25,45,53,92,12,25
83,46,28,47,31,74,75
33,41,70,31,33,88,10
42,13,20,38,94,90,38
71,33,30,8,10,42,24
58,77,34,13,86,74,83
37,24,2,97,38,30,89
9,35,96,5,75,33,9
1,86,56,68,76,47,6
41,29,62,74,41,70,25
12,5,27,7,37,85,47
50,93,31,35,77,35,6
35,59,73,79,19,3,87
15,97,63,2,51,96,75
56,7,78,29,9,75,91
87,36,72,13,5,47,27
92,87,24,58,30,82,65
7,5,95,47,9,77,97
25,24,79,16,12,69,66
40,85,4,66,45,10,37
81,63,60,84,10,47,82
99,49,42,52,43,94,76
70,60,17,63,19,13,2
66,86,81,8,95,22,25
73,61,67,25,56,13,62
41,86,44,71,76,44,11
46,42,76,13,83,18,5
11,94,16,26,35,55,40
84,13,99,76,69,49,24
53,46,72,72,51,19,95
48,10,93,4,9,97,38
7,49,2,68,61,54,56
82,86,77,13,62,4,13
33,66,65,2,55,72,53
95,7,77,94,71,12,71
86,47,5,73,75,8,73
2,61,51,61,98,12,31
2,67,14,91,72,84,80
94,71,2,88,7,81,44
96,79,60,52,44,87,71
42,35,30,76,1,33,63
23,21,40,9,67,60,91
99,30,39,42,51,40,91
40,21,4,5,79,28,31
9,97,12,56,40,36,6
75,28,29,26,51,24,91
39,41,99,53,87,87,72
91,52,42,31,21,55,23
81,51,97,25,17,35,57
41,62,30,91,36,29,62
95,29,2,1,12,37,17
47,21,24,47,85,70,39
12,46,47,17,2,48,32
32,12,2,65,52,52,7
24,34,46,60,48,31,12
83,20,95,97,11,36,57
90,93,70,10,94,69,21
29,11,76,41,46,43,7
43,96,1,22,12,21,71
35,36,66,1,75,6,11
63,21,79,88,48,60,45
92,49,12,64,66,64,55
21,37,99,45,36,49,5
74,85,85,49,56,50,29
43,70,23,71,17,46,5
17,9,43,96,16,59,27
31,96,39,22,48,22,68
61,86,11,40,89,62,24
34,95,47,94,84,40,4
96,72,90,29,78,14,42
30,76,36,71,15,15,64
3,2,17,74,96,63,85
49,58,2,85,97,81,69
93,94,38,48,17,61,53
25,64,91,8,81,64,44
20,47,5,96,72,55,41
68,73,22,48,91,1,21
96,1,32,74,34,99,4
59,2,84,29,7,46,98
91,71,92,49,48,4,50
72,11,11,52,95,99,72
30,94,93,86,59,25,65
94,74,25,64,97,74,73
95,62,43,17,18,98,60
99,50,61,38,70,46,58
12,77,52,56,98,64,24
59,82,98,92,81,60,14
75,94,74,47,87,41,17
5,41,89,74,23,31,96
81,68,90,65,52,78,75
37,7,33,59,49,58,27
78,75,78,55,3,5,62
57,14,43,50,47,2,13
3,73,70,2,75,30,95
68,88,66,49,2,56,34
44,70,92,53,67,82,25
80,47,51,93,3,50,98
20,36,18,33,51,83,24
52,7,48,83,30,17,72
38,87,39,48,65,47,44
93,75,71,24,86,88,54
3,29,27,95,30,65,94
64,34,39,85,60,40,99
55,92,86,99,12,86,61
33,46,5,53,16,73,3
15,81,35,77,26,64,38
89,4,4,50,13,42,3
91,13,5,19,48,56,32
66,53,14,72,85,61,37
94,7,63,44,17,39,85
68,31,26,66,5,22,11
20,17,24,91,42,16,73
17,72,31,19,93,96,69
63,81,39,13,88,45,92
89,66,3,98,6,39,39
98,74,88,28,93,43,43
68,22,32,5,94,83,98
64,82,52,65,84,49,33
58,96,91,34,5,21,79
46,86,3,49,2,12,34
25,32,26,36,55,16,28
55,58,67,60,46,90,5
41,69,69,14,97,56,92
92,46,41,6,38,2,77
6,97,67,23,93,3,11
81,30,1,24,29,21,51
72,37,63,85,97,20,50
84,56,13,73,11,18,58
92,6,74,64,28,65,88
45,26,57,91,74,14,1
85,63,27,56,31,39,52
67,35,57,99,45,8,8
64,37,7,62,59,58,12
40,7,51,93,85,17,75
44,90,11,56,26,20,4
71,20,1,84,3,47,38
54,62,20,87,3,52,65
53,35,92,40,2,20,16
29,81,16,28,96,91,2
71,70,65,64,90,42,30
41,72,16,89,45,76,71
1,36,11,95,11,54,85
36,71,29,1,50,68,60
46,76,42,33,29,9,71
91,5,12,68,97,2,53
93,41,91,54,15,52,79
82,84,80,51,72,65,1
48,55,61,37,95,20,62
74,21,74,67,61,3,85
78,29,65,58,65,99,98
60,80,72,47,15,96,66
63,29,52,62,93,98,48
1,4,44,26,53,20,45
86,77,49,71,64,13,46
76,39,33,26,67,68,7
56,32,34,73,15,93,83
33,55,48,21,88,1,19
28,67,22,7,16,67,96
95,95,78,28,88,34,50
28,87,66,68,72,7,4
27,42,51,84,24,41,84
3,54,92,21,68,1,62
74,78,41,52,8,31,11
56,37,14,66,57,37,47
36,2,46,84,90,65,46
40,58,6,9,27,21,14
83,38,12,16,39,73,47
89,57,34,46,49,28,91
62,42,96,68,75,97,53
51,93,38,71,36,96,76
14,71,38,90,65,9,58
55,57,13,43,32,10,87
93,6,50,99,95,97,57
30,95,74,31,4,45,60
20,46,60,94,83,21,91
98,97,39,71,91,61,44
94,99,50,38,13,25,13
2,76,11,80,98,3,30
86,1,4,43,73,92,79
66,99,1,96,98,99,17
26,61,8,96,23,6,32
55,52,40,84,6,22,52
31,63,20,35,17,71,15
52,29,1,87,58,50,13
62,69,83,83,42,7,33
6,47,48,66,47,67,19
32,11,32,12,41,99,74
13,80,56,27,75,61,77
97,3,40,27,38,34,10
67,25,84,38,73,42,65
90,48,22,65,60,14,21
4,51,74,53,39,57,33
44,8,18,43,51,87,86
57,57,26,21,70,73,39
22,95,37,22,53,94,25
22,27,11,36,85,19,87
53,93,6,36,66,4,36
13,97,41,57,45,39,61
77,82,51,45,21,14,84
25,84,45,74,92,22,32
17,25,82,72,45,69,10
8,12,14,68,50,57,6
61,3,83,22,18,75,89
14,74,25,1,67,88,70
42,58,59,14,23,65,5
23,2,32,65,3,59,31
74,69,38,37,61,47,83
54,87,29,61,67,60,52
97,2,30,2,83,36,64
20,31,16,87,26,85,47
36,2,55,43,35,8,30
2,95,74,96,18,80,58
11,80,24,23,85,66,3
58,42,25,61,48,72,10
6,90,48,79,54,74,39
50,13,98,53,47,43,42
99,52,19,55,18,29,55
51,61,35,57,15,25,37
2,39,34,92,50,81,4
82,41,13,62,91,48,4
43,90,90,76,95,18,73
93,34,55,56,62,60,36
39,39,36,59,50,84,19
53,12,25,80,84,65,70
50,4,97,55,27,60,20
71,17,36,44,6,37,70
88,45,80,85,84,33,77
85,2,27,39,34,16,69
63,13,43,23,18,82,41
51,23,78,60,9,70,95
3,18,70,40,57,90,20
6,55,19,17,18,13,36
1,33,79,62,81,55,9
89,71,87,91,63,55,88
48,24,49,70,45,28,66
35,68,55,95,64,14,7
88,46,93,97,3,55,77
24,81,68,84,82,12,63
67,91,52,3,13,30,25
71,93,69,49,97,38,5
90,67,77,45,69,62,91
98,25,69,94,68,54,93
9,28,61,76,22,62,95
30,64,97,88,89,90,62
69,44,73,46,29,75,7
14,44,50,38,57,55,39
99,16,88,45,50,46,23
34,78,16,27,30,83,59
29,56,19,41,79,73,16
25,44,12,78,43,65,29
92,89,57,59,70,25,84
36,91,1,57,81,31,49
82,90,40,33,51,7,10
7,80,21,61,63,42,95
73,95,45,85,42,42,22
6,67,5,33,32,19,7
51,83,29,78,70,62,38
28,6,76,89,26,13,64
22,74,89,4,71,49,99
94,20,37,61,16,82,98
16,74,78,28,9,4,45
22,18,11,77,75,82,9
4,49,98,71,14,13,81
81,58,72,17,68,68,22
58,70,50,57,13,94,54
55,34,46,83,92,81,98
47,18,80,3,82,74,49
96,23,87,96,54,34,31
78,31,32,74,66,51,76
31,16,20,32,8,27,90
62,84,26,6,55,14,67
18,73,10,81,66,63,32
9,77,11,84,25,36,25
18,59,14,92,45,14,24
95,2,19,97,55,50,41
23,90,65,56,30,89,52
97,64,25,92,31,18,52
6,98,45,32,87,34,46
17,22,13,44,38,28,48
11,33,86,88,25,54,26
2,59,23,35,38,84,83
19,69,6,33,35,28,38
66,16,59,79,60,75,15
60,13,70,72,98,80,85
33,4,8,76,3,73,24
32,81,14,50,76,71,51
41,95,42,72,4,17,77
82,23,10,82,4,36,32
51,35,18,62,24,83,72
78,74,79,96,40,72,61
15,53,80,79,3,30,87
67,34,97,49,23,89,70
18,24,82,57,73,80,62
85,86,64,93,88,12,33
35,40,75,1,57,67,47
56,10,27,73,86,17,90
15,52,92,34,94,5,23
51,42,2,36,21,33,83
42,40,69,84,30,48,28
63,95,68,46,98,73,5
73,79,35,35,2,1,92
67,41,94,32,13,49,10
32,92,70,71,94,10,19
94,55,89,65,25,75,76
45,71,43,62,93,12,50
14,59,3,61,9,95,45
6,79,53,69,61,46,3
62,88,5,19,21,3,88
68,67,62,6,12,78,31
71,34,37,81,87,20,10
61,13,67,51,87,58,24
34,67,99,77,95,35,94
99,84,68,96,93,74,97
92,80,58,12,67,85,10
43,13,11,57,3,34,67
2,95,86,79,12,7,78
89,55,72,61,60,20,76
16,59,3,43,43,87,84
93,18,75,95,72,1,94
95,2,78,51,48,58,45
10,34,33,72,81,50,47
84,14,12,93,3,84,73
7,84,52,96,10,28,58
45,95,65,23,45,49,85
67,3,83,98,46,86,47
66,13,3,75,37,40,76
68,45,70,53,71,66,94
39,55,50,51,20,79,60
25,1,18,23,10,87,1
68,12,49,33,82,12,71
77,3,97,64,17,80,55
87,88,68,77,19,30,54
35,3,75,72,38,71,2
21,41,33,73,6,26,41
7,75,99,73,52,50,71
9,28,15,46,20,34,95
9,2,89,52,55,97,98
98,50,17,58,99,69,86
82,41,66,7,15,97,21
89,72,3,20,85,17,75
26,65,37,95,70,35,46
42,33,10,24,74,55,46
12,97,22,92,64,40,24
1,36,98,50,60,43,32
81,58,97,44,94,29,43
59,45,9,54,91,77,58
5,35,55,7,1,38,31
13,24,90,80,50,86,11
91,90,92,51,77,58,23
59,98,55,68,82,22,39
25,85,9,12,21,75,47
42,43,45,42,82,39,96
68,65,94,99,99,55,62
24,43,49,64,52,21,42
17,12,13,70,89,64,50
16,55,14,94,40,44,12
62,6,46,89,44,58,75
40,83,85,35,21,27,68
46,76,37,68,98,18,69
81,97,27,23,79,78,60
99,10,91,31,60,40,65
4,14,51,33,92,19,10
96,3,5,29,63,28,68
18,58,24,55,88,62,93
54,22,60,28,29,9,79
33,52,80,95,88,89,39
93,87,37,99,10,37,56
98,17,37,20,87,40,42
31,22,91,46,14,91,15
37,62,71,95,98,48,72
50,21,36,94,77,86,2
83,23,17,73,23,68,99
91,66,70,21,57,70,15
49,6,53,58,29,95,5
22,39,75,97,22,67,59
77,93,66,42,82,49,63
51,59,77,39,75,11,82
93,63,63,26,15,90,86
98,54,8,37,14,56,7
63,53,24,31,39,89,29
46,99,93,17,52,30,70
22,41,67,45,65,85,51
75,66,35,63,10,51,36
53,7,39,22,57,60,87
63,20,2,50,8,24,56
24,71,90,28,84,70,75
46,72,10,99,19,88,40
5,46,64,82,69,30,53
44,9,69,34,43,82,16
97,86,94,77,97,3,44
63,16,93,80,31,32,24
61,77,61,8,24,38,36
75,99,60,75,98,71,90
27,8,1,33,61,76,46
2,80,88,55,90,38,62
80,35,74,41,51,96,40
25,91,55,55,41,86,90
53,78,20,10,41,67,71
56,20,89,87,86,36,27
34,95,46,26,76,44,66
83,50,6,59,97,66,67
13,99,7,92,88,83,27
22,13,17,50,22,96,35
84,42,72,54,67,63,95
4,77,42,3,33,10,81
35,18,58,18,37,93,9
46,32,64,58,94,14,69
82,62,5,42,79,22,95
11,17,3,81,61,38,4
33,54,21,31,94,21,16
34,33,16,11,30,74,57
84,22,32,19,75,52,46
67,96,72,93,37,32,74
60,9,49,85,48,6,31
82,96,23,65,31,89,97
76,77,91,69,91,82,45
11,22,78,86,65,18,86
87,62,82,93,56,35,33
38,19,82,4,26,28,48
51,21,88,40,68,79,60
85,83,72,27,49,33,37
78,22,39,91,87,3,23
47,42,36,93,75,26,36
59,10,5,43,2,9,98
38,4,96,52,79,77,60
3,24,90,69,89,44,10
39,5,81,35,29,92,1
83,86,49,72,38,97,61
69,28,95,54,10,86,75
86,27,96,35,20,90,19
72,22,97,63,34,50,90
93,32,71,80,79,88,25
53,44,37,54,98,33,59
5,77,19,27,57,53,66
48,38,1,14,43,83,3
53,1,22,57,43,65,73
87,54,89,59,95,16,33
69,17,92,30,43,69,60
23,57,46,42,71,54,2
79,2,82,46,94,23,36
6,16,49,72,85,61,46
77,72,61,51,79,24,36
39,63,65,71,26,73,63
23,38,28,19,86,41,12
42,30,48,20,89,30,27
11,51,86,17,85,97,58
65,82,12,88,10,41,45
33,18,73,59,88,54,23
55,33,62,61,16,86,62
38,9,51,2,88,80,64
27,18,53,16,34,46,36
51,61,53,80,73,18,39
34,38,27,82,72,20,80
57,48,16,66,91,49,50
72,5,13,50,40,82,75
88,15,61,97,96,41,95
52,12,16,42,21,9,62
81,71,18,12,54,74,71
31,94,62,58,13,52,14
57,64,46,10,86,41,70
18,54,77,36,99,10,57
13,8,44,19,20,47,90
69,52,47,75,3,96,39
25,21,30,7,86,93,53
73,42,13,77,72,91,32
76,13,72,19,7,35,81
82,86,76,36,13,77,87
33,3,25,35,12,91,18
96,83,69,69,51,8,45
82,72,47,95,37,89,84
26,46,30,98,43,7,10
23,63,12,45,15,18,11
3,32,56,37,9,50,29
87,53,28,42,38,99,38
49,53,40,97,49,94,31
59,67,19,84,82,36,45
25,76,87,57,96,15,30
68,45,2,69,85,37,28
1,6,3,63,92,12,88
93,40,10,58,79,8,85
49,23,16,42,59,92,28
34,97,96,55,45,18,37
12,20,60,85,84,32,59
63,86,99,6,16,8,6
47,76,96,40,36,9,16
3,56,6,86,49,50,83
89,73,35,66,74,96,43
21,61,10,17,87,41,37
67,44,37,73,36,18,78
55,47,98,32,17,25,15
68,53,54,95,92,69,29
74,27,21,72,61,81,70
82,89,15,86,83,4,55
81,30,16,81,58,69,70
16,90,14,8,58,24,30
3,72,74,15,58,81,60
4,99,82,97,77,16,73
63,45,94,56,56,66,32
9,56,45,37,90,87,73
37,95,68,36,77,53,7
21,38,38,35,99,37,3
48,65,63,42,5,29,81
32,14,44,78,58,83,42
52,90,5,27,6,70,17
90,13,95,74,46,80,69
58,30,70,83,44,34,41
12,6,43,49,10,36,74
51,27,7,46,82,34,96
77,88,48,79,59,5,5
20,85,82,33,38,92,53
27,66,18,5,38,61,90
58,82,53,54,86,12,86
69,85,7,70,58,93,21
33,89,15,26,25,34,12
52,23,48,35,99,16,96
30,77,7,8,62,95,9
10,21,49,78,6,86,54
49,27,80,1,92,19,17
77,35,76,9,81,78,78
61,38,62,18,27,46,92
25,65,72,95,8,71,86
67,94,7,80,89,80,34
5,90,57,97,58,1,88
8,2,61,62,9,42,49
94,72,38,7,37,37,83
26,2,16,99,36,89,46
82,51,68,78,61,75,94
31,30,47,61,77,19,95
85,84,49,41,33,30,97
83,65,70,24,80,71,89
65,81,45,42,34,72,97
90,88,6,48,34,14,92
5,47,59,1,41,79,65
46,27,14,44,79,16,36
29,81,26,45,91,62,78
27,54,28,26,92,45,95
65,3,80,30,82,80,29
44,10,68,86,75,9,16
19,93,85,86,81,74,18
96,34,39,32,58,97,4
74,62,51,37,94,67,61
53,13,73,22,3,42,30
62,40,48,65,74,80,13
4,31,13,98,84,46,94
40,31,41,67,44,89,93
79,60,76,24,34,6,9
20,49,7,28,52,93,12
32,9,77,23,19,12,67
75,89,39,79,55,6,9
1,2,50,7,46,96,30
2,7,88,40,47,15,64
6,62,53,70,90,60,35
21,30,17,49,88,87,15
41,18,81,49,83,30,51
15,49,31,93,25,58,42
3,89,98,84,13,48,33
62,26,78,3,11,6,31
88,18,96,50,53,73,26
14,21,55,55,99,21,15
93,48,62,16,88,16,6
95,8,24,90,1,22,27
75,2,53,21,39,54,4
23,18,34,69,8,71,26
38,10,70,14,73,31,15
28,28,34,27,18,8,88
36,65,47,36,25,71,22
62,74,86,10,64,23,58
25,33,69,59,6,30,69
21,41,43,1,39,99,33
33,83,18,31,62,18,50
44,32,54,47,81,93,1
29,64,82,57,92,62,17
8,53,70,64,13,33,57
5,16,19,28,84,60,31
81,95,95,60,83,75,99
17,88,82,90,73,42,20
64,97,19,55,2,10,52
17,3,93,86,30,9,73
44,94,66,75,12,59,96
14,85,56,55,39,88,23
40,24,73,68,36,87,4
36,26,66,82,67,74,50
96,11,4,73,95,39,58
36,46,1,49,42,40,68
7,10,11,89,30,43,71
5,33,16,29,22,96,89
45,28,6,35,87,99,87
75,2,53,20,15,71,42
43,47,41,65,8,24,96
2,28,97,17,7,23,84
6,5,43,14,29,68,76
90,21,83,89,57,54,6
34,32,97,46,97,65,52
10,50,22,52,17,11,76
40,33,48,14,75,53,38
80,76,97,77,50,48,98
25,10,54,87,47,20,90
42,68,25,67,72,37,62
9,34,41,86,39,58,19
25,28,51,58,85,19,90
11,50,1,2,7,28,24
74,80,96,96,61,92,71
4,50,33,88,26,91,83
35,10,11,27,79,14,34
27,66,77,39,69,23,70
93,49,12,72,96,51,50
33,79,40,22,56,90,85
32,13,76,5,16,91,66
61,87,86,48,23,83,7
67,22,34,40,44,66,74
51,63,21,86,82,44,16
8,63,49,41,15,74,26
92,9,69,58,57,20,55
29,46,25,24,96,75,42
10,60,85,29,84,57,2
44,57,38,80,89,9,99
25,86,94,82,73,2,83
6,57,88,58,69,62,94
28,63,65,14,79,20,88
38,36,93,91,24,81,18
89,76,96,79,1,65,38
97,69,30,61,77,89,75
19,58,81,19,75,16,75
17,4,90,62,67,90,48
30,4,75,57,91,65,50
28,92,71,85,32,83,36
60,41,27,79,35,22,64
64,19,32,38,35,24,25
36,25,91,8,81,8,55
74,93,57,76,97,80,85
25,72,82,80,9,43,11
69,23,18,5,41,87,53
10,93,22,91,49,62,54
42,39,50,39,26,67,48
80,66,54,85,59,85,36
98,58,32,79,11,31,92
9,95,4,83,53,36,50
51,59,65,7,39,39,57
93,59,82,39,66,51,13
86,26,11,46,19,58,94
13,92,41,26,82,84,33
45,93,22,17,19,8,76
18,20,29,91,31,60,81
70,44,96,33,60,39,33
65,28,48,58,77,92,28
96,61,11,93,80,66,51
29,29,19,89,41,50,42
78,11,13,53,18,48,93
91,80,68,20,19,89,29
50,16,25,7,94,19,48
78,25,71,75,33,97,38
51,95,49,19,14,16,12
20,83,80,91,32,16,91
50,80,26,74,92,16,2
43,70,84,48,71,95,45
23,48,63,55,76,54,59
35,98,28,18,14,22,29
22,16,8,12,78,82,31
65,3,69,40,97,14,43
20,64,60,26,97,1,74
87,69,5,30,23,24,61
89,97,88,59,37,93,38
87,15,52,56,92,62,7
75,85,29,98,57,88,20
54,74,39,46,68,23,7
75,79,17,51,3,4,40
55,8,97,5,6,78,97
43,90,44,30,10,32,39
19,62,33,42,10,73,54
19,22,61,3,11,38,41
40,98,30,51,14,20,64
63,19,54,3,24,47,9
14,86,28,59,32,29,57
31,45,22,27,91,89,54
15,17,36,60,58,49,10
7,46,56,36,57,80,30
57,90,59,18,95,15,94
13,4,35,13,61,70,70
33,94,85,21,67,55,53
98,54,10,68,23,27,32
71,42,56,26,60,94,73
64,52,94,79,68,47,23
70,18,59,90,27,67,12
21,87,93,90,65,31,48
98,88,91,77,78,97,5
3,59,85,14,57,4,71
43,70,9,25,92,11,10
45,19,2,71,72,13,89
51,35,32,2,58,73,61
76,31,21,18,82,16,16
51,39,73,58,3,9,92
85,83,63,5,4,14,42
18,70,96,71,25,61,67
91,13,24,47,50,4,21
44,49,34,83,98,13,91
48,69,97,37,56,26,80
41,36,1,35,42,11,14
69,83,9,63,40,1,85
69,22,50,74,65,44,46
30,22,54,52,5,4,68
48,36,30,49,72,99,8
72,33,18,67,9,97,38
59,72,92,52,59,67,91
49,22,67,24,7,5,77
28,74,96,33,3,58,55
87,26,93,28,13,96,68
97,74,2,73,13,74,99
45,93,99,29,42,23,68
82,27,73,22,23,70,98
91,85,60,78,36,99,94
13,30,65,41,80,75,96
87,28,65,84,88,28,58
58,97,64,5,31,55,70
61,85,93,36,26,40,8
84,50,58,76,46,76,93
38,2,43,34,14,16,55
95,77,11,66,14,15,31
40,6,13,80,67,2,71
9,92,64,26,8,46,98
5,91,89,26,36,60,99
36,70,64,25,86,63,53
4,5,57,51,52,30,18
25,50,62,57,24,98,82
58,10,5,20,53,91,7
37,36,47,60,12,57,87
61,51,62,74,20,53,30
42,43,75,82,57,11,37
85,96,71,69,68,65,65
26,26,21,51,55,1,11
49,98,7,13,19,57,55
74,85,15,64,10,12,31
62,11,35,55,76,92,23
22,48,67,97,94,92,68
95,95,25,67,26,42,28
85,93,50,68,4,88,25
91,23,36,41,93,59,3
46,18,16,17,1,26,68
70,46,57,60,2,97,30
56,4,29,29,64,6,66
97,46,56,25,16,24,47
2,68,76,7,17,64,49
17,55,49,97,42,57,64
29,73,79,71,73,35,70
52,3,43,45,7,91,9
86,74,53,77,5,96,70
53,20,82,94,5,69,61
77,87,96,49,55,22,36
80,47,58,63,38,97,12
89,43,55,23,25,94,74
66,55,42,89,67,61,54
88,76,70,6,82,25,68
68,44,27,64,67,70,8
33,5,76,10,24,77,41
35,18,5,14,20,66,76
86,34,84,78,18,90,98
26,73,13,23,40,60,23
86,53,68,60,54,84,55
33,64,63,29,19,5,60
96,67,83,28,36,77,26
35,73,10,5,50,40,71
96,1,38,2,58,2,81
12,84,82,94,22,80,81
7,91,89,36,82,5,45
69,50,48,25,57,69,38
70,92,76,26,79,56,82
26,42,51,34,23,57,54
83,18,65,65,53,57,44
59,99,2,41,4,32,66
14,87,74,85,67,80,78
88,54,72,16,98,27,65
84,73,20,99,30,12,40
60,3,60,10,82,46,94
85,8,65,38,54,54,38
62,79,98,90,31,82,79
61,35,31,27,47,23,23
75,87,20,80,12,39,30
16,46,24,78,74,23,6
20,30,69,95,10,61,72
13,92,47,28,70,68,42
69,71,94,65,32,63,66
10,82,36,1,81,77,84
39,94,47,70,66,88,90
21,26,46,66,80,30,61
77,44,94,63,86,47,66
11,19,18,69,2,97,23
69,19,70,24,39,64,51
49,16,24,54,96,37,73
77,76,66,52,36,53,83
82,68,2,43,48,77,8
47,82,36,81,47,17,77
79,62,88,1,82,62,18
75,91,8,61,31,84,9
76,22,51,41,38,72,65
4,94,43,16,70,94,62
12,28,51,48,84,84,73
49,94,19,18,68,11,3
62,1,13,80,55,8,6
41,28,69,8,38,55,25
37,24,57,49,41,41,69
78,75,42,64,6,87,15
66,1,11,6,89,9,68
75,48,96,58,63,42,48
29,97,12,34,62,19,45
79,49,29,63,80,30,52
5,67,95,18,19,40,59
14,45,74,92,69,35,37
14,63,84,6,95,42,21
27,77,68,89,10,70,33
